,CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,MaritalStatus,AgeGroup,Gender,HourSpendOnApp,OrderCount,OrderAmountHikeFromlastYear,DaySinceLastOrder,PreferedOrderCat,NumberOfStreamerFollowed,SatisfactionScore,Complain,CouponUsed,DiscountAmount
4254,54255,0,6.0,Mobile Phone,3,13.0,Single,4,Male,3.0,6.0,17.0,8.0,Laptop & Accessory,3,3,0,6.0,175
4256,54257,0,1.0,Mobile Phone,3,10.0,Married,4,Female,3.0,2.0,22.0,3.0,Laptop & Accessory,2,3,0,1.0,175
4257,54258,0,2.0,Pad,3,11.0,Married,4,Male,3.0,2.0,16.0,5.0,Laptop & Accessory,3,3,0,1.0,167
4259,54260,0,18.0,Pad,1,30.0,Married,4,Male,4.0,2.0,13.0,3.0,Laptop & Accessory,6,4,0,1.0,145
4260,54261,1,1.0,PC,2,13.0,Married,4,Male,4.0,2.0,23.0,3.0,Mobile Phone,6,5,1,1.0,146
4261,54262,0,6.0,Mobile Phone,1,7.0,Single,4,Male,4.0,2.0,14.0,1.0,Mobile Phone,3,5,0,1.0,155
4262,54263,1,1.0,Pad,1,13.0,Single,5,Female,4.0,2.0,19.0,1.0,Mobile Phone,3,1,1,1.0,154
4263,54264,0,8.0,Mobile Phone,1,13.0,Single,4,Female,3.0,3.0,15.0,11.0,Laptop & Accessory,3,3,0,1.0,173
4264,54265,0,11.0,Pad,1,9.0,Married,5,Male,4.0,2.0,15.0,1.0,Laptop & Accessory,7,1,0,2.0,177
4267,54268,1,1.0,Mobile Phone,3,12.0,Single,5,Male,3.0,2.0,12.0,4.0,Laptop & Accessory,3,3,1,1.0,182
4268,54269,0,1.0,Mobile Phone,1,14.0,Married,5,Male,4.0,3.0,12.0,2.0,Mobile Phone,3,1,0,1.0,154
4269,54270,0,1.0,Mobile Phone,1,22.0,Single,4,Female,3.0,2.0,16.0,1.0,Mobile Phone,3,1,0,2.0,154
4270,54271,0,25.0,Pad,1,7.0,Single,5,Female,2.0,13.0,21.0,9.0,Fashion,5,5,0,5.0,200
4271,54272,1,1.0,Pad,1,14.0,Single,6,Male,4.0,2.0,25.0,7.0,Laptop & Accessory,3,3,1,2.0,186
4273,54274,0,1.0,Mobile Phone,1,25.0,Married,4,Male,3.0,2.0,13.0,3.0,Mobile Phone,2,3,0,1.0,153
4274,54275,0,8.0,Mobile Phone,1,13.0,Married,5,Female,3.0,2.0,16.0,1.0,Laptop & Accessory,8,4,0,2.0,170
4275,54276,0,11.0,Mobile Phone,3,10.0,Single,4,Male,3.0,2.0,13.0,4.0,Fashion,4,1,0,1.0,199
4278,54279,0,13.0,Mobile Phone,1,10.0,Married,4,Female,3.0,2.0,23.0,1.0,Mobile Phone,7,1,0,1.0,153
4280,54281,0,4.0,Pad,1,30.0,Married,6,Male,4.0,2.0,26.0,10.0,Mobile Phone,3,3,0,1.0,151
4281,54282,0,7.0,Pad,3,29.0,Married,4,Male,4.0,2.0,14.0,8.0,Laptop & Accessory,2,4,0,1.0,186
4282,54283,1,23.0,Mobile Phone,1,21.0,Married,4,Female,4.0,5.0,19.0,4.0,Mobile Phone,11,4,1,4.0,175
4284,54285,1,1.0,Mobile Phone,3,13.0,Married,6,Male,4.0,8.0,19.0,8.0,Laptop & Accessory,6,3,1,1.0,187
4285,54286,0,1.0,PC,1,13.0,Married,5,Female,3.0,5.0,20.0,4.0,Mobile Phone,3,4,0,3.0,149
4287,54288,1,1.0,PC,3,29.0,Single,4,Male,3.0,2.0,20.0,1.0,Mobile Phone,3,3,1,2.0,142
4288,54289,0,1.0,Mobile Phone,1,9.0,Married,4,Male,4.0,3.0,15.0,2.0,Mobile Phone,2,1,0,3.0,150
4289,54290,0,23.0,Mobile Phone,1,27.0,Married,4,Female,4.0,6.0,15.0,12.0,Laptop & Accessory,3,5,0,6.0,191
4290,54291,0,17.0,Pad,1,35.0,Single,2,Female,4.0,2.0,13.0,3.0,Mobile Phone,6,3,0,1.0,172
4292,54293,1,1.0,Mobile Phone,3,27.0,Married,6,Female,4.0,3.0,12.0,3.0,Laptop & Accessory,5,3,1,1.0,171
4293,54294,0,15.0,Mobile Phone,3,16.0,Married,4,Male,4.0,2.0,14.0,8.0,Fashion,5,3,1,1.0,207
4294,54295,0,1.0,Mobile Phone,2,32.0,Married,4,Female,4.0,6.0,24.0,8.0,Mobile Phone,3,3,0,3.0,154
4295,54296,0,13.0,Mobile Phone,1,13.0,Married,4,Male,3.0,2.0,21.0,2.0,Laptop & Accessory,8,4,0,1.0,174
4296,54297,1,15.0,Pad,1,15.0,Single,6,Male,3.0,2.0,16.0,4.0,Fashion,4,1,0,2.0,232
4297,54298,0,13.0,Mobile Phone,3,11.0,Married,5,Female,3.0,6.0,15.0,10.0,Laptop & Accessory,6,3,0,6.0,184
4299,54300,0,4.0,Mobile Phone,2,16.0,Married,4,Male,3.0,5.0,20.0,8.0,Laptop & Accessory,2,1,1,5.0,188
4300,54301,1,1.0,Mobile Phone,1,16.0,Single,4,Female,3.0,2.0,23.0,5.0,Mobile Phone,9,5,0,2.0,167
4301,54302,0,19.0,Mobile Phone,1,36.0,Single,4,Male,3.0,2.0,14.0,4.0,Mobile Phone,7,1,0,2.0,160
4302,54303,0,12.0,Mobile Phone,1,10.0,Single,4,Female,3.0,3.0,21.0,3.0,Laptop & Accessory,5,3,1,3.0,168
4303,54304,0,4.0,Mobile Phone,1,25.0,Single,4,Female,4.0,2.0,15.0,5.0,Mobile Phone,3,3,0,2.0,151
4304,54305,0,6.0,Pad,3,16.0,Married,6,Male,3.0,2.0,18.0,8.0,Laptop & Accessory,2,1,0,1.0,172
4305,54306,0,4.0,Mobile Phone,1,12.0,Married,4,Female,3.0,3.0,15.0,31.0,Mobile Phone,7,5,0,1.0,157
4306,54307,0,4.0,Mobile Phone,1,9.0,Single,5,Male,3.0,2.0,14.0,3.0,Mobile Phone,2,1,0,1.0,152
4308,54309,0,15.0,PC,1,16.0,Married,4,Male,4.0,2.0,22.0,5.0,Mobile Phone,4,5,0,1.0,147
4309,54310,0,1.0,PC,1,10.0,Single,4,Female,4.0,2.0,15.0,1.0,Mobile Phone,3,4,0,2.0,140
4310,54311,0,14.0,Pad,1,33.0,Married,4,Female,3.0,3.0,12.0,14.0,Laptop & Accessory,3,4,0,1.0,181
4311,54312,0,9.0,Mobile Phone,3,7.0,Married,4,Male,4.0,2.0,14.0,7.0,Fashion,3,4,0,1.0,198
4312,54313,0,27.0,PC,3,13.0,Married,4,Male,3.0,5.0,21.0,6.0,Laptop & Accessory,4,3,1,1.0,148
4313,54314,0,19.0,PC,1,16.0,Married,4,Male,3.0,2.0,19.0,16.0,Laptop & Accessory,10,4,0,2.0,148
4315,54316,0,3.0,Pad,1,7.0,Married,4,Male,3.0,2.0,14.0,10.0,Laptop & Accessory,3,3,0,1.0,168
4316,54317,0,25.0,Mobile Phone,1,14.0,Married,5,Male,3.0,2.0,18.0,1.0,Laptop & Accessory,4,3,0,2.0,186
4317,54318,0,31.0,Mobile Phone,1,16.0,Married,5,Female,4.0,2.0,21.0,1.0,Mobile Phone,6,4,1,2.0,158
4319,54320,0,8.0,Pad,3,9.0,Married,4,Female,4.0,2.0,19.0,3.0,Mobile Phone,8,3,0,1.0,147
4320,54321,0,1.0,PC,1,26.0,Married,4,Male,4.0,3.0,25.0,3.0,Mobile Phone,3,1,0,3.0,148
4321,54322,0,1.0,Pad,1,16.0,Married,4,Male,3.0,3.0,19.0,3.0,Mobile Phone,8,4,0,3.0,145
4322,54323,0,2.0,Mobile Phone,1,28.0,Married,4,Male,3.0,2.0,12.0,3.0,Mobile Phone,3,1,0,1.0,152
4324,54325,0,1.0,Pad,1,10.0,Married,5,Male,4.0,2.0,16.0,2.0,Mobile Phone,3,3,1,1.0,151
4325,54326,0,24.0,Mobile Phone,1,18.0,Single,4,Female,3.0,5.0,16.0,5.0,Others,5,4,0,1.0,324
4326,54327,0,15.0,Mobile Phone,1,21.0,Married,4,Male,3.0,2.0,13.0,9.0,Mobile Phone,6,3,0,2.0,150
4329,54330,0,6.0,Mobile Phone,1,13.0,Single,4,Male,3.0,2.0,21.0,5.0,Mobile Phone,5,3,0,1.0,155
4330,54331,0,1.0,Mobile Phone,1,24.0,Married,4,Male,3.0,2.0,17.0,2.0,Mobile Phone,2,4,1,1.0,156
4331,54332,1,1.0,Pad,3,7.0,Single,6,Female,4.0,2.0,22.0,1.0,Mobile Phone,2,5,0,2.0,148
4332,54333,0,13.0,Pad,1,10.0,Single,4,Male,2.0,8.0,13.0,3.0,Mobile Phone,6,4,0,3.0,146
4333,54334,0,4.0,Pad,1,16.0,Married,4,Male,4.0,7.0,12.0,11.0,Laptop & Accessory,3,5,0,6.0,156
4334,54335,0,19.0,Mobile Phone,3,11.0,Married,4,Female,2.0,2.0,12.0,4.0,Laptop & Accessory,6,5,1,1.0,175
4335,54336,0,33.0,Mobile Phone,1,15.0,Married,4,Female,4.0,3.0,19.0,3.0,Mobile Phone,6,5,1,3.0,168
4336,54337,0,7.0,Mobile Phone,1,9.0,Single,4,Male,3.0,2.0,15.0,3.0,Mobile Phone,2,1,0,2.0,150
4337,54338,1,1.0,PC,1,9.0,Single,5,Male,3.0,2.0,23.0,1.0,Mobile Phone,3,1,0,2.0,136
4339,54340,0,12.0,PC,1,16.0,Single,4,Female,4.0,3.0,13.0,2.0,Mobile Phone,3,1,0,2.0,148
4340,54341,0,5.0,Mobile Phone,1,19.0,Married,4,Female,4.0,2.0,24.0,3.0,Mobile Phone,10,1,1,2.0,164
4341,54342,0,8.0,PC,1,34.0,Single,4,Female,4.0,2.0,16.0,3.0,Mobile Phone,4,4,0,1.0,148
4342,54343,1,5.0,Mobile Phone,3,27.0,Single,4,Female,4.0,2.0,23.0,3.0,Mobile Phone,3,4,1,1.0,156
4343,54344,0,24.0,Mobile Phone,1,7.0,Married,5,Male,3.0,2.0,16.0,3.0,Mobile Phone,4,3,0,2.0,162
4344,54345,0,27.0,Mobile Phone,1,20.0,Married,2,Female,3.0,2.0,12.0,4.0,Laptop & Accessory,3,5,0,2.0,170
4345,54346,0,7.0,Mobile Phone,1,21.0,Married,4,Female,4.0,2.0,14.0,7.0,Mobile Phone,3,4,0,2.0,153
4350,54351,0,26.0,Mobile Phone,1,7.0,Married,5,Male,4.0,12.0,15.0,10.0,Others,2,3,0,8.0,325
4351,54352,0,1.0,PC,1,16.0,Single,4,Female,5.0,2.0,17.0,4.0,Mobile Phone,3,4,0,1.0,148
4352,54353,1,1.0,Mobile Phone,1,30.0,Married,5,Male,3.0,2.0,14.0,2.0,Laptop & Accessory,5,3,1,2.0,184
4353,54354,0,17.0,Pad,1,14.0,Married,2,Male,3.0,3.0,15.0,3.0,Mobile Phone,6,1,0,2.0,146
4355,54356,0,11.0,Mobile Phone,1,28.0,Married,2,Male,4.0,2.0,13.0,8.0,Mobile Phone,3,5,1,2.0,161
4356,54357,0,9.0,Pad,1,9.0,Single,4,Female,3.0,2.0,12.0,3.0,Laptop & Accessory,7,4,0,1.0,169
4357,54358,0,16.0,Pad,1,28.0,Married,4,Female,3.0,2.0,17.0,3.0,Laptop & Accessory,4,3,0,1.0,178
4358,54359,0,12.0,Mobile Phone,1,9.0,Married,4,Male,3.0,2.0,15.0,1.0,Laptop & Accessory,11,3,0,2.0,191
4359,54360,0,12.0,Mobile Phone,1,36.0,Married,4,Male,3.0,2.0,19.0,8.0,Laptop & Accessory,5,1,0,1.0,188
4360,54361,0,1.0,Pad,1,7.0,Married,5,Male,3.0,3.0,20.0,1.0,Laptop & Accessory,7,5,0,3.0,168
4361,54362,0,23.0,Pad,1,25.0,Married,4,Male,4.0,2.0,16.0,8.0,Laptop & Accessory,3,1,1,1.0,193
4362,54363,0,8.0,Pad,1,17.0,Married,4,Male,3.0,3.0,18.0,1.0,Mobile Phone,3,3,1,3.0,163
4363,54364,0,14.0,Mobile Phone,1,26.0,Married,4,Male,2.0,4.0,16.0,8.0,Laptop & Accessory,10,1,1,4.0,152
4364,54365,1,2.0,Mobile Phone,1,36.0,Married,4,Male,4.0,2.0,20.0,1.0,Laptop & Accessory,9,5,1,2.0,192
4365,54366,1,1.0,Mobile Phone,3,34.0,Married,4,Female,3.0,2.0,23.0,10.0,Fashion,3,1,0,1.0,201
4366,54367,0,1.0,PC,1,12.0,Married,2,Male,3.0,3.0,17.0,3.0,Mobile Phone,3,4,1,3.0,148
4367,54368,0,13.0,Pad,1,25.0,Single,4,Female,4.0,2.0,14.0,8.0,Mobile Phone,3,1,0,1.0,147
4368,54369,0,14.0,Pad,1,16.0,Married,5,Male,4.0,2.0,15.0,3.0,Laptop & Accessory,11,1,0,1.0,174
4374,54375,1,1.0,Mobile Phone,1,10.0,Single,4,Female,3.0,2.0,12.0,5.0,Mobile Phone,7,5,1,1.0,152
4376,54377,1,1.0,Pad,3,33.0,Single,5,Female,3.0,2.0,16.0,2.0,Laptop & Accessory,7,5,0,2.0,192
4377,54378,1,1.0,PC,1,7.0,Single,4,Male,3.0,2.0,15.0,6.0,Mobile Phone,2,3,0,1.0,146
4379,54380,0,28.0,Mobile Phone,3,10.0,Married,4,Female,3.0,2.0,15.0,6.0,Laptop & Accessory,4,5,0,2.0,184
4380,54381,0,13.0,Mobile Phone,1,12.0,Single,4,Male,4.0,4.0,17.0,8.0,Laptop & Accessory,10,4,0,3.0,184
4381,54382,0,7.0,Mobile Phone,1,11.0,Married,5,Female,3.0,2.0,22.0,2.0,Mobile Phone,8,4,0,1.0,151
4384,54385,0,5.0,Pad,1,7.0,Married,6,Male,3.0,2.0,13.0,5.0,Laptop & Accessory,2,3,0,1.0,168
4385,54386,0,31.0,PC,1,10.0,Married,5,Male,4.0,2.0,18.0,1.0,Mobile Phone,5,1,0,1.0,147
4386,54387,0,11.0,Pad,3,11.0,Married,4,Male,3.0,6.0,18.0,9.0,Mobile Phone,6,1,0,4.0,153
4387,54388,0,3.0,Pad,3,7.0,Married,4,Female,3.0,5.0,15.0,2.0,Fashion,3,1,0,5.0,204
4389,54390,1,1.0,PC,1,25.0,Single,5,Male,3.0,2.0,14.0,2.0,Mobile Phone,3,1,1,1.0,149
4390,54391,0,26.0,Mobile Phone,1,9.0,Single,5,Female,3.0,3.0,16.0,3.0,Mobile Phone,9,1,0,3.0,157
4392,54393,0,31.0,PC,2,13.0,Married,4,Male,3.0,3.0,18.0,3.0,Mobile Phone,10,3,0,1.0,148
4394,54395,1,1.0,PC,1,21.0,Married,4,Male,3.0,2.0,14.0,5.0,Mobile Phone,7,1,1,2.0,149
4396,54397,1,1.0,Mobile Phone,1,9.0,Married,4,Female,3.0,2.0,21.0,8.0,Mobile Phone,9,5,0,2.0,152
4398,54399,0,6.0,Mobile Phone,3,11.0,Married,4,Female,3.0,2.0,12.0,3.0,Mobile Phone,4,4,0,2.0,164
4399,54400,1,1.0,Mobile Phone,1,7.0,Single,5,Male,4.0,2.0,15.0,3.0,Mobile Phone,2,3,1,1.0,162
4400,54401,0,13.0,PC,1,7.0,Married,4,Female,4.0,2.0,15.0,3.0,Mobile Phone,9,3,0,2.0,147
4401,54402,0,6.0,Pad,3,33.0,Married,4,Male,4.0,3.0,19.0,3.0,Laptop & Accessory,2,1,0,3.0,170
4402,54403,0,15.0,Mobile Phone,1,26.0,Married,4,Male,3.0,2.0,17.0,1.0,Laptop & Accessory,4,5,0,1.0,156
4403,54404,0,14.0,Mobile Phone,1,31.0,Married,4,Male,4.0,5.0,18.0,8.0,Laptop & Accessory,3,1,0,3.0,158
4406,54407,0,7.0,Mobile Phone,1,12.0,Married,5,Female,4.0,2.0,14.0,3.0,Mobile Phone,3,1,0,1.0,154
4407,54408,0,8.0,Mobile Phone,1,9.0,Married,5,Male,3.0,6.0,14.0,10.0,Laptop & Accessory,8,5,0,1.0,185
4408,54409,0,11.0,Mobile Phone,1,7.0,Married,5,Female,3.0,2.0,15.0,3.0,Mobile Phone,4,5,0,1.0,164
4409,54410,0,19.0,Pad,1,14.0,Married,2,Male,4.0,2.0,18.0,3.0,Laptop & Accessory,6,3,0,2.0,189
4412,54413,0,3.0,PC,1,22.0,Single,4,Male,3.0,2.0,20.0,6.0,Mobile Phone,3,1,0,2.0,148
4413,54414,0,16.0,Mobile Phone,1,24.0,Single,2,Female,3.0,2.0,14.0,3.0,Laptop & Accessory,5,5,1,2.0,190
4414,54415,0,3.0,Mobile Phone,3,27.0,Married,4,Male,3.0,2.0,15.0,3.0,Laptop & Accessory,4,1,0,2.0,194
4415,54416,0,1.0,Mobile Phone,1,7.0,Married,4,Female,4.0,2.0,13.0,3.0,Laptop & Accessory,2,3,0,2.0,174
4416,54417,0,16.0,Mobile Phone,1,9.0,Married,5,Female,3.0,8.0,12.0,9.0,Mobile Phone,2,5,1,8.0,151
4418,54419,0,25.0,Mobile Phone,1,7.0,Married,4,Male,4.0,2.0,12.0,1.0,Mobile Phone,3,1,0,2.0,152
4419,54420,1,1.0,Pad,1,36.0,Single,5,Male,4.0,2.0,12.0,5.0,Mobile Phone,2,4,0,1.0,160
4420,54421,0,6.0,Pad,1,14.0,Married,2,Male,4.0,2.0,21.0,4.0,Mobile Phone,3,4,0,1.0,153
4421,54422,0,12.0,Pad,3,9.0,Married,5,Male,3.0,8.0,19.0,6.0,Laptop & Accessory,5,1,0,2.0,177
4422,54423,0,6.0,PC,1,9.0,Single,5,Male,3.0,2.0,14.0,5.0,Laptop & Accessory,6,5,0,1.0,147
4424,54425,1,1.0,Mobile Phone,1,9.0,Single,4,Male,4.0,2.0,12.0,1.0,Mobile Phone,4,3,0,1.0,160
4425,54426,0,3.0,Mobile Phone,3,9.0,Married,5,Male,4.0,2.0,20.0,1.0,Laptop & Accessory,4,4,0,2.0,191
4426,54427,0,5.0,Mobile Phone,1,30.0,Married,5,Male,4.0,8.0,22.0,9.0,Laptop & Accessory,2,1,0,1.0,181
4427,54428,0,1.0,Pad,1,12.0,Married,2,Male,3.0,2.0,13.0,6.0,Laptop & Accessory,3,5,0,2.0,165
4429,54430,0,13.0,Mobile Phone,1,13.0,Married,4,Male,3.0,11.0,12.0,12.0,Mobile Phone,2,1,0,2.0,157
4432,54433,0,2.0,PC,1,16.0,Married,4,Male,4.0,2.0,24.0,5.0,Mobile Phone,3,1,0,2.0,146
4433,54434,0,11.0,Mobile Phone,3,13.0,Married,4,Male,4.0,2.0,15.0,2.0,Laptop & Accessory,6,1,0,2.0,190
4434,54435,0,1.0,Mobile Phone,1,10.0,Single,5,Male,4.0,2.0,18.0,1.0,Mobile Phone,3,3,0,2.0,157
4437,54438,0,12.0,Mobile Phone,3,14.0,Married,2,Female,3.0,8.0,25.0,8.0,Laptop & Accessory,3,5,1,5.0,181
4438,54439,0,1.0,Pad,1,7.0,Married,4,Female,3.0,2.0,21.0,5.0,Laptop & Accessory,3,4,0,2.0,189
4441,54442,0,16.0,Mobile Phone,3,7.0,Married,4,Male,2.0,12.0,26.0,7.0,Laptop & Accessory,3,3,0,7.0,174
4442,54443,0,3.0,Pad,3,9.0,Single,4,Male,3.0,2.0,19.0,10.0,Laptop & Accessory,3,1,0,1.0,171
4443,54444,0,29.0,Mobile Phone,1,27.0,Married,4,Male,3.0,2.0,20.0,9.0,Laptop & Accessory,5,1,1,1.0,179
4444,54445,0,1.0,Pad,1,18.0,Married,4,Male,3.0,4.0,14.0,4.0,Laptop & Accessory,3,5,1,2.0,172
4445,54446,0,11.0,PC,1,7.0,Single,4,Female,3.0,6.0,13.0,8.0,Mobile Phone,3,1,0,2.0,146
4446,54447,1,8.0,Pad,1,31.0,Married,4,Male,3.0,2.0,23.0,1.0,Mobile Phone,5,3,1,1.0,157
4447,54448,0,12.0,Mobile Phone,1,30.0,Married,4,Male,3.0,2.0,15.0,3.0,Laptop & Accessory,11,1,0,1.0,182
4448,54449,1,1.0,PC,1,23.0,Married,4,Male,3.0,2.0,14.0,3.0,Mobile Phone,4,4,1,2.0,149
4449,54450,0,2.0,Mobile Phone,1,15.0,Single,4,Female,4.0,2.0,22.0,3.0,Mobile Phone,3,1,0,2.0,158
4451,54452,0,13.0,Mobile Phone,1,10.0,Single,4,Male,2.0,8.0,13.0,8.0,Laptop & Accessory,6,4,0,3.0,170
4452,54453,0,5.0,Pad,3,12.0,Married,4,Female,3.0,3.0,12.0,3.0,Mobile Phone,3,4,0,1.0,153
4453,54454,1,1.0,Mobile Phone,3,11.0,Single,5,Male,3.0,8.0,13.0,5.0,Laptop & Accessory,3,1,1,5.0,183
4454,54455,0,11.0,Pad,1,16.0,Married,4,Male,3.0,2.0,13.0,3.0,Mobile Phone,3,1,1,1.0,148
4456,54457,1,1.0,PC,1,10.0,Single,4,Male,3.0,2.0,14.0,1.0,Mobile Phone,3,3,0,2.0,139
4457,54458,0,9.0,Mobile Phone,3,23.0,Married,4,Male,4.0,7.0,16.0,10.0,Fashion,2,4,0,4.0,205
4458,54459,0,13.0,Pad,1,25.0,Married,2,Male,3.0,2.0,19.0,1.0,Mobile Phone,6,1,0,2.0,162
4459,54460,0,25.0,Mobile Phone,1,9.0,Married,6,Male,3.0,2.0,19.0,3.0,Laptop & Accessory,7,4,0,1.0,180
4461,54462,0,1.0,PC,3,17.0,Single,5,Female,4.0,2.0,13.0,1.0,Mobile Phone,3,3,0,1.0,137
4462,54463,0,2.0,Mobile Phone,1,23.0,Single,2,Male,4.0,2.0,20.0,8.0,Laptop & Accessory,2,5,0,1.0,182
4463,54464,0,5.0,Mobile Phone,3,14.0,Married,2,Male,4.0,8.0,12.0,8.0,Laptop & Accessory,6,1,0,4.0,194
4465,54466,0,13.0,Pad,1,31.0,Married,4,Female,3.0,2.0,16.0,9.0,Laptop & Accessory,9,4,0,2.0,182
4466,54467,0,6.0,Mobile Phone,3,14.0,Married,5,Male,4.0,5.0,15.0,9.0,Laptop & Accessory,3,3,0,4.0,180
4468,54469,0,31.0,Pad,1,7.0,Married,6,Male,3.0,2.0,14.0,3.0,Laptop & Accessory,4,3,1,2.0,182
4469,54470,0,5.0,Mobile Phone,1,12.0,Married,4,Male,3.0,2.0,13.0,4.0,Mobile Phone,2,1,1,2.0,173
4470,54471,0,5.0,Mobile Phone,2,9.0,Married,5,Male,4.0,2.0,13.0,1.0,Laptop & Accessory,5,5,0,1.0,189
4471,54472,0,19.0,Pad,1,14.0,Married,4,Male,4.0,10.0,19.0,12.0,Fashion,3,5,0,3.0,177
4472,54473,0,5.0,Mobile Phone,1,9.0,Married,4,Male,3.0,3.0,19.0,3.0,Mobile Phone,2,1,1,3.0,152
4475,54476,0,17.0,Pad,1,17.0,Single,4,Female,3.0,2.0,20.0,8.0,Mobile Phone,2,1,0,1.0,150
4477,54478,1,16.0,Mobile Phone,1,15.0,Married,5,Male,3.0,8.0,16.0,8.0,Laptop & Accessory,4,4,0,8.0,174
4478,54479,0,1.0,Mobile Phone,1,12.0,Single,4,Female,3.0,2.0,13.0,3.0,Mobile Phone,3,4,1,1.0,150
4479,54480,0,6.0,Mobile Phone,3,15.0,Married,5,Female,4.0,12.0,12.0,10.0,Laptop & Accessory,3,4,1,12.0,177
4480,54481,0,1.0,Mobile Phone,3,9.0,Single,4,Male,4.0,2.0,12.0,5.0,Laptop & Accessory,3,3,1,1.0,170
4481,54482,0,5.0,Mobile Phone,3,14.0,Married,4,Male,4.0,2.0,13.0,8.0,Laptop & Accessory,6,1,0,1.0,200
4482,54483,0,6.0,Mobile Phone,1,9.0,Single,2,Female,4.0,2.0,17.0,8.0,Laptop & Accessory,9,1,0,1.0,176
4483,54484,1,1.0,Mobile Phone,1,9.0,Married,6,Male,3.0,3.0,14.0,3.0,Mobile Phone,7,1,1,2.0,160
4484,54485,0,4.0,Mobile Phone,1,35.0,Married,4,Female,4.0,2.0,14.0,10.0,Laptop & Accessory,3,1,0,2.0,183
4487,54488,1,3.0,Mobile Phone,3,10.0,Married,4,Female,3.0,2.0,19.0,1.0,Laptop & Accessory,6,3,1,2.0,177
4488,54489,0,7.0,Pad,3,17.0,Single,5,Male,3.0,2.0,15.0,2.0,Laptop & Accessory,5,1,0,2.0,172
4490,54491,0,17.0,Pad,1,17.0,Married,5,Female,3.0,2.0,12.0,1.0,Laptop & Accessory,3,3,0,2.0,178
4491,54492,0,1.0,Pad,3,7.0,Married,4,Male,4.0,2.0,14.0,5.0,Laptop & Accessory,2,4,1,1.0,188
4492,54493,0,28.0,Pad,1,27.0,Single,4,Female,3.0,2.0,13.0,4.0,Laptop & Accessory,5,3,0,1.0,174
4494,54495,0,19.0,Mobile Phone,1,15.0,Married,4,Male,4.0,10.0,15.0,9.0,Laptop & Accessory,11,1,0,9.0,162
4495,54496,0,14.0,Mobile Phone,3,7.0,Married,6,Male,3.0,2.0,23.0,3.0,Laptop & Accessory,4,1,1,2.0,200
4496,54497,1,1.0,PC,1,15.0,Married,6,Male,4.0,2.0,12.0,8.0,Mobile Phone,3,5,1,1.0,146
4497,54498,0,3.0,Mobile Phone,1,16.0,Single,5,Male,2.0,3.0,18.0,3.0,Mobile Phone,2,1,0,2.0,165
4498,54499,0,4.0,Mobile Phone,3,12.0,Married,5,Female,2.0,2.0,14.0,3.0,Laptop & Accessory,3,3,0,2.0,186
4499,54500,0,1.0,Mobile Phone,3,15.0,Married,4,Female,3.0,2.0,19.0,8.0,Laptop & Accessory,3,4,0,1.0,187
4500,54501,0,11.0,Mobile Phone,1,12.0,Married,4,Male,4.0,2.0,17.0,5.0,Laptop & Accessory,9,1,0,2.0,188
4502,54503,0,5.0,Mobile Phone,1,14.0,Single,4,Female,3.0,5.0,15.0,11.0,Fashion,3,1,1,5.0,196
4503,54504,0,3.0,Mobile Phone,3,17.0,Married,5,Female,3.0,2.0,15.0,8.0,Laptop & Accessory,3,4,1,2.0,208
4504,54505,0,9.0,Mobile Phone,1,12.0,Single,4,Male,4.0,2.0,14.0,14.0,Fashion,2,4,0,2.0,206
4505,54506,0,1.0,Mobile Phone,1,33.0,Married,4,Male,3.0,2.0,13.0,3.0,Mobile Phone,3,1,0,1.0,154
4506,54507,0,15.0,Mobile Phone,1,13.0,Single,5,Male,4.0,2.0,16.0,3.0,Laptop & Accessory,8,4,1,2.0,185
4507,54508,0,21.0,Pad,3,11.0,Single,4,Male,4.0,2.0,20.0,1.0,Laptop & Accessory,5,3,0,1.0,155
4509,54510,0,3.0,Pad,3,9.0,Married,4,Male,4.0,2.0,15.0,3.0,Laptop & Accessory,3,3,0,2.0,171
4510,54511,0,16.0,Mobile Phone,2,9.0,Married,4,Male,3.0,2.0,12.0,1.0,Mobile Phone,2,3,1,2.0,152
4511,54512,0,6.0,PC,1,9.0,Married,4,Female,4.0,2.0,14.0,8.0,Mobile Phone,3,4,0,1.0,149
4513,54514,0,11.0,Mobile Phone,1,13.0,Married,2,Male,3.0,7.0,14.0,8.0,Laptop & Accessory,6,5,1,7.0,185
4514,54515,0,4.0,Pad,3,32.0,Married,4,Female,3.0,3.0,13.0,3.0,Laptop & Accessory,9,3,1,3.0,172
4515,54516,0,1.0,Mobile Phone,3,7.0,Married,4,Male,3.0,8.0,18.0,8.0,Laptop & Accessory,3,3,0,1.0,178
4516,54517,0,16.0,Mobile Phone,1,9.0,Single,5,Male,4.0,2.0,24.0,1.0,Laptop & Accessory,5,1,0,2.0,193
4517,54518,1,1.0,Pad,3,7.0,Single,5,Female,4.0,2.0,12.0,3.0,Mobile Phone,3,4,1,2.0,147
4518,54519,0,13.0,Pad,3,7.0,Single,4,Female,3.0,2.0,16.0,1.0,Laptop & Accessory,6,1,0,2.0,192
4520,54521,0,31.0,Mobile Phone,1,7.0,Married,4,Male,3.0,2.0,12.0,3.0,Laptop & Accessory,4,3,0,1.0,193
